Year,Value,UNIT_MEASURE,SERIES
2010.0,17.3,Procenat,Procenat izabranih žena zastupnika u  Parlamentu Federacije BiH
2014.0,23.5,Procenat,Procenat izabranih žena zastupnika u  Parlamentu Federacije BiH
2018.0,26.5,Procenat,Procenat izabranih žena zastupnika u  Parlamentu Federacije BiH
2022.0,27.5,Procenat,Procenat izabranih žena zastupnika u  Parlamentu Federacije BiH
2010.0,22.3,Procenat,"Procenat izabranih žena  zastupnika u Kantonalne skupštine u Federaciji BiH, prema rezultatima Opštih izbora"
2014.0,19.0,Procenat,"Procenat izabranih žena  zastupnika u Kantonalne skupštine u Federaciji BiH, prema rezultatima Opštih izbora"
2018.0,33.7,Procenat,"Procenat izabranih žena  zastupnika u Kantonalne skupštine u Federaciji BiH, prema rezultatima Opštih izbora"
2022.0,31.8,Procenat,"Procenat izabranih žena  zastupnika u Kantonalne skupštine u Federaciji BiH, prema rezultatima Opštih izbora"
2012.0,17.6,Procenat,"Procenat žena izabranih u općinska vijeća, prema rezultatima  Lokalnih izbora"
2016.0,20.2,Procenat,"Procenat žena izabranih u općinska vijeća, prema rezultatima  Lokalnih izbora"
2020.0,21.5,Procenat,"Procenat žena izabranih u općinska vijeća, prema rezultatima  Lokalnih izbora"
,,,
